Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,France,FRA,..,9.58447754383087,11.2030930817127,11.3154701888561,11.435729265213,11.5711249411106,11.4590764045715,11.4789254963398,11.3128922879696,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Gabon,GAB,..,2.90536731481552,2.55771651864052,2.42097526788712,2.84087099134922,2.53282114863396,2.65743788331747,3.10769751667976,2.78074592351913,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Gambia, The",GMB,..,2.69304513931274,4.01441715657711,3.92425283789635,4.06464003026485,3.45647037029266,3.09994928538799,2.95565109699965,3.2820712774992,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Georgia,GEO,..,7.39698857069016,8.38810354471207,8.37314203381538,8.3957239985466,8.43881890177727,7.93235898017883,8.42134654521942,7.60165899991989,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Germany,DEU,..,9.83732417225838,10.7205376029015,10.7769027352333,10.9319098293781,10.9604604542255,11.0880129039288,11.1306592822075,11.2468346953392,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ghana,GHA,..,2.83516142517328,4.67426776885986,4.11767922341824,4.62300516664982,4.10044826567173,4.62171472609043,3.46157737076283,3.26237045228481,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Greece,GRC,..,..,9.0982474386692,8.883186429739,8.41496810317039,7.94989392161369,8.08988660573959,8.28215181827545,8.04139003157616,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Grenada,GRD,..,5.32374568283558,6.20866529643536,5.93596287071705,5.67892007529736,4.72376607358456,4.71733175218105,4.68799136579037,4.7571174800396,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guatemala,GTM,..,5.69112040102482,5.9363566339016,6.01474940776825,6.16954416036606,5.9423740953207,5.96048086881638,6.00867234170437,5.81384375691414,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guinea,GIN,..,3.47281917929649,3.78955081105232,3.50398309528828,3.4607969224453,4.78097684681416,5.80920577049255,5.34073933959007,4.12308685481548,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guinea-Bissau,GNB,..,7.71055817604065,6.02846629917622,5.68967498838902,6.88907876610756,9.4885528087616,8.59115347266197,8.04162696003914,7.23586902022362,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guyana,GUY,..,3.88723984360695,5.16716241836548,4.89448681473732,5.05037233233452,5.1440667361021,4.51808050274849,5.14076538383961,4.94550988078117,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Haiti,HTI,..,6.87873959541321,10.2313630282879,9.66829583048821,7.23788216710091,7.79763609170914,8.62852931022644,8.43686759471893,8.03550109267235,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Honduras,HND,..,6.42432570457459,8.7934322655201,8.64621251821518,8.47489461302757,8.17027166485786,7.71396905183792,8.16693753004074,7.85842537879944,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Hungary,HUN,..,6.76483139395714,7.54296332597733,7.46613815426826,7.25920721888542,7.09451511502266,6.97097480297089,7.13490918278694,6.87998980283737,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Iceland,ISL,..,8.95112529397011,8.25131237506866,8.19516777992249,8.22141095995903,8.27933922410011,8.15236866474152,8.1266425549984,8.32629129290581,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,India,IND,..,4.03493233025074,3.24634201824665,3.32935303449631,3.74944172799587,3.61956544220448,3.59565988183022,3.51098328828812,3.53495962917805,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Indonesia,IDN,..,1.90931409597397,2.95542031526566,2.90286671370268,2.9606506228447,3.11712101101875,3.01182251423597,3.11905480921268,2.98905447125435,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Iran, Islamic Rep.",IRN,..,4.73503805696964,6.60725086927414,6.63648620247841,5.99379874765873,6.91351071000099,7.76057913899422,8.85950699448586,8.65966379642487,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Iraq,IRQ,..,..,2.79131811112165,2.69039422273636,2.81939767301083,2.79654897749424,3.14279086887836,3.26698906719685,4.16663028299809,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ireland,IRL,..,5.90528063476086,10.6888994574547,10.681090503931,10.2855451405048,9.65217128396034,7.3358029127121,7.38256946206093,7.18438327312469,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Israel,ISR,..,6.80706277489662,6.97181075811386,7.10784792900085,7.07254931330681,7.14317336678505,7.0865161716938,7.3259063065052,7.40746408700943,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Italy,ITA,..,7.58037269115448,8.8346429169178,8.95606130361557,8.95226746797562,9.01144072413445,8.98803398013115,8.88062864542007,8.84025916457176,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Jamaica,JAM,..,5.76895736157894,4.93163764476776,4.9946628510952,5.23896440863609,5.23259900510311,5.65508455038071,5.7347446680069,5.98841682076454,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Japan,JPN,..,7.15091302990913,10.6167174875736,10.790653526783,10.7915937900543,10.8320496976376,10.8855068683624,10.8255289494991,10.9359331429005,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Jordan,JOR,..,9.63493883609772,8.29931944608688,7.88292363286018,7.24769532680511,7.31149464845657,7.5931578874588,7.16705620288849,8.11925083398819,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kazakhstan,KAZ,..,4.16031368076801,2.68683098256588,3.05964276194572,2.86507997661829,2.70893648266792,3.0457466840744,3.4348338842392,3.12536172568798,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kenya,KEN,..,4.63924407958984,5.81170096993446,5.61369732022285,5.51942139863968,5.45933581888676,5.2193857729435,5.01857623457909,4.80254329741001,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kiribati,KIR,..,8.64500030875206,8.58405083417892,8.59842374920845,9.46005210280418,9.93768870830536,7.98818543553352,9.320367872715,10.7575967907906,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Korea, Rep.",KOR,..,3.99853251874447,6.29425421357155,6.43744543194771,6.57883808016777,6.82147443294525,7.0450559258461,7.32512027025223,7.60386362671852,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kuwait,KWT,..,2.51490790396929,2.61808428913355,2.57378593087196,2.58543901145458,3.19758020341396,4.01473604142666,3.97354289889336,5.2913848310709,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kyrgyz Republic,KGZ,..,4.41414974629879,7.10729137063026,8.50966349244118,8.18745121359825,7.35766440629959,7.14930891990662,6.41248226165771,6.1858631670475,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lao PDR,LAO,..,4.27513718605042,1.944575086236,2.07637585699558,2.3998498916626,2.29845549911261,2.4536645039916,2.360874786973,2.52808686345816,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latvia,LVA,..,5.44781982898712,5.57204931974411,5.42009361088276,5.39982281625271,5.46515397727489,5.71063682436943,6.21497854590416,5.95566183328629,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lebanon,LBN,..,10.8366921544075,8.14711377024651,7.93143436312675,7.57978036999702,7.84629583358765,7.67934322357178,7.82264024019241,8.19554403424263,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lesotho,LSO,..,5.85720501840115,8.79661813378334,8.57819020748138,9.01221856474876,8.61520394682884,8.40155482292175,7.94850364327431,8.76315832138062,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Liberia,LBR,..,4.02311123907566,9.22752544283867,8.59213545918465,8.18830654025078,9.06281471252441,10.289791226387,9.79585647583008,8.15533772110939,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Libya,LBY,..,3.42542044818401,6.05012737214565,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lithuania,LTU,..,6.1917494982481,6.49649649858475,6.2875434756279,6.13993629813194,6.19553327560425,6.4751461148262,6.64436966180801,6.45756423473358,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Luxembourg,LUX,..,5.90136162936687,6.11148290336132,6.57189339399338,5.67317195236683,5.55549897253513,5.47898896038532,5.4687324911356,5.4810743778944,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Madagascar,MDG,..,5.23104518651962,5.18553033471107,4.40982580184937,4.2299710214138,5.08265718817711,5.72116859257221,6.11716732382774,5.50203807651997,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Malawi,MWI,..,3.3525288105011,7.49375149607658,8.47898572683334,11.5791074931622,9.7120501101017,9.33334082365036,9.69363376498222,9.64823141694069,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Malaysia,MYS,..,2.56480444222689,3.38865630328655,3.54644916951656,3.57185266911983,3.77302877604961,3.894904255867,3.79941835999489,3.85939814150333,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Maldives,MDV,..,7.73655846714973,7.92251601815224,8.67304801940918,8.1360936164856,7.90784135460854,8.69030207395554,10.1996921002865,9.02997627854347,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mali,MLI,..,5.56209459900856,3.94549816846848,3.68188098073006,3.96856367588043,4.48156297206879,4.11143340170383,3.77538166940212,3.79398502409458,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Malta,MLT,..,6.59914463758469,8.56277197599411,8.60794112086296,8.82987752556801,9.36908572912216,9.23720598220825,9.16641652584076,9.34099927544594,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Marshall Islands,MHL,..,19.719210267067,14.765776693821,14.4939720630646,14.8092746734619,14.9224773049355,17.5906553864479,17.8621828556061,16.4029404520988,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mauritania,MRT,..,4.65037859976292,3.23916152119637,3.41784730553627,3.69250550866127,4.28468771278858,4.74324747920036,4.13082428276539,4.40315157175064,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mauritius,MUS,..,2.89581958204508,4.3078288435936,4.27675060927868,4.68303635716438,5.49399629235268,5.69995865225792,5.70678561925888,5.71872070431709,..,..,..
