Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Azerbaijan,AZE,..,22.2640797495842,21.0265710949898,22.7193981409073,21.0336998105049,20.6297308206558,19.4016620516777,17.4602136015892,15.1073157787323,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Bahamas, The",BHS,..,47.5097835063934,47.4456518888474,46.8866854906082,47.0090508460999,44.3048238754272,50.1602530479431,49.8056173324585,43.8695639371872,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bahrain,BHR,..,66.0327911376953,62.5377893447876,65.3478920459747,65.1478230953217,65.0640249252319,64.8847877979279,61.3641977310181,57.9781413078308,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bangladesh,BGD,..,28.6905169487,20.9226235747337,20.4700291156769,19.7304800152779,19.0347582101822,17.630697786808,16.4158254861832,16.693340241909,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Barbados,BRB,..,51.8534779548645,48.4953463077545,55.3329169750214,50.0896632671356,46.2316542863846,45.8325296640396,45.8836317062378,44.2008912563324,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Belarus,BLR,..,78.6654472351074,63.3582532405853,65.6518995761871,62.6564800739288,62.6007676124573,60.7843637466431,70.9408402442932,69.9636161327362,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Belgium,BEL,..,74.5309174060822,77.5488138198853,78.1040191650391,77.6061058044434,78.054815530777,77.5724709033966,77.0919620990753,77.2173881530762,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Belize,BLZ,..,50.3925144672394,64.6074414253235,65.1226758956909,65.8111095428467,58.4654331207275,69.3720519542694,67.0531213283539,67.9763317108154,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Benin,BEN,..,26.0755717754364,25.7651507854462,21.8691512942314,26.7482042312622,21.5685814619064,20.1363772153854,20.5376043915749,29.9844712018967,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bhutan,BTN,..,79.6661734580994,73.4185457229614,69.5764064788818,68.8839375972748,69.0101027488709,74.2515802383423,73.9530205726624,74.5184302330017,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bolivia,BOL,..,55.3291738033295,58.3910763263702,57.0305645465851,58.5225284099579,62.624192237854,65.7408475875854,64.8212015628815,68.5277044773102,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bosnia and Herzegovina,BIH,..,53.3102095127106,68.364280462265,68.6384856700897,69.3778932094574,70.3099548816681,70.8698987960815,71.0195600986481,70.4874753952026,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Botswana,BWA,..,54.8246264457703,61.4154875278473,64.50315117836,63.9288127422333,67.8591132164001,67.7578806877136,66.5224671363831,75.6595969200134,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Brazil,BRA,..,41.6355550289154,44.4991558790207,43.3618068695068,44.5194572210312,44.0527468919754,42.9118096828461,42.9598033428192,41.8793767690659,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Brunei Darussalam,BRN,..,84.1686844825745,91.5281295776367,91.1480724811554,90.5925810337067,92.6653981208801,95.026421546936,95.0201869010925,94.8233902454376,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Bulgaria,BGR,..,59.5572888851166,54.1343569755554,50.7997751235962,51.4608025550842,52.8164565563202,50.8549094200134,50.5623340606689,51.8640756607056,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Burkina Faso,BFA,..,32.583299279213,28.958785533905,23.1278941035271,28.98208796978,32.5352758169174,28.3750802278519,40.0837332010269,43.30193400383,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Burundi,BDI,..,23.7182959914207,34.4695955514908,31.3074916601181,18.0487096309662,37.3028308153152,37.9964798688889,24.0711346268654,24.7139275074005,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cabo Verde,CPV,..,71.2987661361694,66.5467381477356,59.897255897522,57.7681839466095,57.1307182312012,65.8593058586121,63.5818004608154,60.2447330951691,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cambodia,KHM,..,19.761723279953,17.0569196343422,19.372995197773,19.9828922748566,18.4997037053108,21.7078283429146,21.8068838119507,23.8018453121185,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cameroon,CMR,..,16.9323712587357,32.920640707016,14.5427122712135,14.2599329352379,11.7331765592098,14.460226893425,13.2030680775642,13.3175760507584,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Canada,CAN,..,72.8516399860382,74.4224369525909,74.5161712169647,74.5212972164154,74.4761168956757,74.6077239513397,73.8976657390594,73.7186372280121,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Central African Republic,CAF,..,41.5100693702698,21.808734536171,26.1069297790527,13.070610165596,18.8254952430725,8.268853276968,14.7080659866333,12.8226339817047,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Chad,TCD,..,38.0475163459778,21.4159101247787,24.7781708836555,27.9408067464828,28.8887500762939,21.2642356753349,16.7663171887398,15.805572271347,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Chile,CHL,..,35.794723033905,47.1574187278748,47.9356110095978,47.6493448019028,47.7358847856522,48.0167269706726,49.6251612901688,50.0583112239838,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,China,CHN,..,21.975289285183,53.7220895290375,55.7352721691132,57.0502936840057,58.4154903888702,60.1810097694397,58.1014335155487,56.6733479499817,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Colombia,COL,..,74.5334386825562,73.4995663166046,69.861775636673,69.9966490268707,70.3376352787018,69.9653625488281,68.7269866466522,67.7996516227722,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Comoros,COM,..,12.9930332303047,18.2694047689438,10.9862938523293,12.321674823761,12.2131042182446,13.5031312704086,14.9926200509071,12.7480328083038,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Congo, Dem. Rep.",COD,..,3.96609120070934,10.8530633151531,15.8783957362175,13.9749214053154,13.8438150286675,16.5680855512619,12.6205042004585,9.94900688529015,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Congo, Rep.",COG,..,34.1988295316696,37.1689975261688,42.8827524185181,48.194682598114,47.9925662279129,45.5423295497894,45.0630217790604,40.7357543706894,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Costa Rica,CRI,..,64.9230003356934,70.1930820941925,70.6804573535919,71.0003614425659,71.0215032100677,72.7061867713928,73.3238935470581,73.509269952774,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cote d'Ivoire,CIV,..,14.4856229424477,13.1870493292809,16.8513774871826,19.5771783590317,20.8415791392326,24.4952037930489,25.4362761974335,28.4602016210556,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Croatia,HRV,..,85.0252091884613,81.9713056087494,82.6522052288055,85.0526750087738,84.0398192405701,83.0954730510712,82.7635109424591,82.82710313797,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cuba,CUB,..,83.6968779563904,88.9871180057526,86.7036044597626,87.6078069210052,90.2508854866028,90.3305053710938,89.6208524703979,89.4421339035034,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cyprus,CYP,..,41.0752356052399,46.5529710054398,44.8961824178696,45.478630065918,43.1745827198029,42.0948803424835,42.106693983078,42.40702688694,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Czech Republic,CZE,..,88.7040615081787,83.6943507194519,83.544397354126,83.406001329422,82.5701355934143,82.2329640388489,81.8783164024353,81.7487835884094,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Denmark,DNK,..,83.1073641777039,83.6136221885681,83.9797616004944,84.261167049408,84.1895341873169,84.1832041740417,84.1224193572998,84.0240359306335,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Djibouti,DJI,..,48.0064153671265,63.4931147098541,57.2790205478668,61.8926763534546,59.4829678535461,54.6217799186707,48.8950371742249,47.0487862825394,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Dominica,DMA,..,62.5376880168915,59.0695440769196,58.3994090557098,60.6886088848114,60.7453882694244,66.0388767719269,65.4033780097961,64.9632215499878,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Dominican Republic,DOM,..,35.0208222866058,48.1053620576859,46.9602733850479,48.198002576828,42.7904158830643,40.9355908632278,45.7249373197556,46.0022807121277,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ecuador,ECU,..,28.9876341819763,47.3910003900528,49.2915123701096,51.2697219848633,51.6006410121918,49.3818581104279,51.0683596134186,52.8208673000336,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Egypt, Arab Rep.",EGY,..,35.1871848106384,33.8438272476196,29.7009825706482,30.919548869133,31.6418826580048,31.2434554100037,30.8720737695694,32.9952418804169,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,El Salvador,SLV,..,44.1825300455093,59.769469499588,59.9098026752472,62.665855884552,62.2040450572968,64.299875497818,64.4700169563293,63.7456119060516,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Equatorial Guinea,GNQ,..,13.7219429016113,26.0654091835022,41.4881944656372,22.7764502167702,21.4752972126007,19.0164357423782,21.9969987869263,18.8326090574265,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Eritrea,ERI,..,35.5914354324341,13.5659277439117,21.3252350687981,10.5300597846508,11.9994096457958,12.4937482178211,29.733145236969,27.2490590810776,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Estonia,EST,..,75.9358644485474,74.9896943569183,76.1362552642822,75.4592597484589,75.3728330135345,75.3373742103577,75.4148364067078,74.6641218662262,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Eswatini,SWZ,..,52.3007094860077,42.6395565271378,43.6464905738831,44.5877462625504,37.7582132816315,41.7571485042572,41.7272180318832,50.7453203201294,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ethiopia,ETH,..,41.2191778421402,8.52792635560036,23.4922394156456,26.9808322191238,17.7208080887794,24.4721710681915,23.7766727805138,24.9451786279678,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Fiji,FJI,..,76.8404245376587,60.1327896118164,58.6130082607269,58.48069190979,61.3341987133026,63.1180286407471,63.9022827148438,66.2308931350708,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Finland,FIN,..,74.262946844101,77.8595626354218,78.4493923187256,77.8595626354218,78.1222939491272,77.6006460189819,76.5169024467468,76.7445921897888,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,France,FRA,..,78.8805663585663,76.0820627212524,76.1527001857758,76.3233304023743,76.6534566879272,76.6822814941406,76.8734335899353,77.0919501781464,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Gabon,GAB,..,36.6162866353989,61.9921684265137,61.2504482269287,64.1714692115784,59.8813533782959,58.9098632335663,64.6958112716675,63.2851600646973,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Gambia, The",GMB,..,23.4977930784225,34.2830985784531,37.8081023693085,26.4076590538025,21.7477574944496,17.2239780426025,20.5893740057945,22.8928819298744,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Georgia,GEO,..,11.4093959331512,17.4828603863716,19.4431766867638,23.5581189393997,27.6016265153885,35.5696707963943,36.6402626037598,37.2146517038345,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Germany,DEU,..,78.2800614833832,75.4424750804901,75.4927575588226,76.3789713382721,77.0372867584229,76.9276261329651,77.2443056106567,77.6598811149597,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ghana,GHA,..,27.3680478334427,50.6660282611847,48.1853663921356,40.5561864376068,35.0766062736511,35.0822240114212,38.355553150177,33.4704041481018,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Greece,GRC,..,..,65.094131231308,65.7384872436523,61.5191876888275,57.637494802475,57.3793709278107,60.4515016078949,60.1780295372009,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Grenada,GRD,..,33.4748148918152,42.1461552381516,41.7594820261002,41.1322832107544,45.5885827541351,41.3004636764526,46.1541324853897,42.6966905593872,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guatemala,GTM,..,35.4410797357559,33.430290222168,33.364200592041,35.3300273418427,37.1031254529953,37.1646642684937,36.4098578691483,35.8447700738907,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guinea,GIN,..,8.67456048727036,13.4677559137344,14.677968621254,14.1177043318748,12.7720221877098,7.39020258188248,12.2985430061817,17.1788886189461,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guinea-Bissau,GNB,..,45.088517665863,8.66862162947655,10.1566396653652,9.01842415332794,7.51823857426643,7.65105783939362,7.21358507871628,8.19773748517036,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guyana,GUY,..,53.171169757843,36.3807618618011,41.9285506010056,47.542217373848,51.8662691116333,49.9105006456375,63.0077242851257,59.8870098590851,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Haiti,HTI,..,21.820130944252,7.13250413537025,8.2223929464817,11.5827709436417,10.360760986805,11.0517770051956,11.019478738308,11.8561938405037,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Honduras,HND,..,47.0533281564713,44.2796885967255,39.1274809837341,37.9068851470947,38.8880580663681,38.5493665933609,41.3516014814377,40.0905758142471,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Hungary,HUN,..,68.846321105957,66.2170231342316,64.8403286933899,66.2097632884979,66.7217075824738,67.7852869033813,67.6840543746948,68.7371075153351,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Iceland,ISL,..,80.5729329586029,80.0561547279358,79.9339711666107,80.2426993846893,80.4994106292725,80.8224976062775,81.5100848674774,81.8285703659058,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,India,IND,..,20.6801429390907,28.873085975647,27.9894798994064,23.0712190270424,23.6640423536301,25.6401270627975,26.8384128808975,27.1320134401321,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Indonesia,IDN,..,28.6923795938492,27.0818799734116,30.0382286310196,31.2901049852371,34.5271527767181,40.2749300003052,44.8270976543427,48.3731865882874,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Iran, Islamic Rep.",IRN,..,37.7097517251968,33.3572894334793,34.3097329139709,38.4914040565491,50.3725826740265,52.0829737186432,50.610077381134,51.2473046779633,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Iraq,IRQ,..,..,74.8347699642181,37.502259016037,40.659436583519,37.098428606987,23.2399210333824,21.5360775589943,41.8605357408524,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ireland,IRL,..,77.5149643421173,72.3436951637268,72.0744371414185,71.1858212947845,71.0152924060822,72.0242857933044,72.4797189235687,73.2924282550812,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Israel,ISR,..,63.1008505821228,62.5888347625732,62.6070082187653,63.4185791015625,63.1722450256348,63.4820342063904,63.5350942611694,63.6250734329224,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Italy,ITA,..,72.6381480693817,77.0127832889557,76.1331617832184,76.0567486286163,75.6455719470978,74.5922267436981,74.6253311634064,73.897385597229,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Jamaica,JAM,..,55.2505493164063,60.8892500400543,57.1199238300323,61.6086661815643,58.0879747867584,63.3118689060211,64.0301108360291,64.6982431411743,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Japan,JPN,..,80.43053150177,83.740621805191,83.9306890964508,84.2609107494354,84.1178596019745,84.0829849243164,84.0372085571289,84.092515707016,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Jordan,JOR,..,44.982698559761,67.447304725647,64.407742023468,61.5516245365143,64.4750773906708,53.5400152206421,49.3116796016693,44.8005378246307,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kazakhstan,KAZ,..,50.9476363658905,69.8476493358612,67.6570177078247,64.7301077842712,68.9764440059662,63.2520020008087,59.934014081955,62.0811462402344,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kenya,KEN,..,28.5948187112808,30.8654725551605,32.4078440666199,33.6830705404282,37.4069660902023,40.38046002388,42.8095519542694,42.7392691373825,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kiribati,KIR,..,96.680361032486,94.7184443473816,88.8054311275482,82.1987330913544,82.8276693820953,85.215824842453,79.5434296131134,75.7973372936249,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Korea, Rep.",KOR,..,50.3275394439697,58.2642018795013,57.4345707893372,57.6714754104614,57.2254538536072,57.3204576969147,57.5720310211182,57.377427816391,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kuwait,KWT,..,75.9450197219849,86.1635208129883,85.0079715251923,84.573221206665,85.9459459781647,84.10404920578,83.9549362659454,87.3870193958282,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kyrgyz Republic,KGZ,..,48.3535528182983,51.9628167152405,49.6025055646896,48.2062250375748,37.3630166053772,37.9285305738449,38.9433294534683,37.9522532224655,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lao PDR,LAO,..,28.8425832986832,18.8698813319206,21.0319191217422,29.696136713028,29.7475069761276,35.2090954780579,32.4010580778122,35.147300362587,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Latvia,LVA,..,50.7532298564911,63.4974300861359,60.3478252887726,60.0140929222107,59.6723973751068,58.6753070354462,55.8483302593231,57.1428596973419,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lebanon,LBN,..,29.8194319009781,43.8032567501068,50.2012848854065,49.679246544838,50.0468790531158,49.7113764286041,49.7035324573517,50.0214636325836,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lesotho,LSO,..,50.2464592456818,56.7823112010956,59.9025726318359,58.5684180259705,67.3271238803864,64.7156894207001,64.8346781730652,62.9203021526337,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Liberia,LBR,..,18.497334420681,16.0559967160225,9.96976345777512,4.17578592896461,8.97685438394547,11.4510931074619,14.130787551403,17.2045513987541,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Libya,LBY,..,48.7088888883591,63.2939338684082,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lithuania,LTU,..,67.2576248645782,70.3317284584045,66.6157960891724,65.5904948711395,66.5739774703979,66.0877108573914,65.7575666904449,65.4578804969788,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Luxembourg,LUX,..,83.2237780094147,84.3094766139984,84.1777682304382,84.1546654701233,84.4291925430298,84.7841501235962,84.8370492458344,84.8564803600311,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Madagascar,MDG,..,40.3464436531067,37.789386510849,39.4341737031937,36.1324340105057,40.3539210557938,40.5944794416428,46.0788935422897,46.8804866075516,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Malawi,MWI,..,37.6068860292435,21.6523304581642,15.88224619627,18.0214866995811,22.7335393428802,28.64990234375,28.0454635620117,30.6460410356522,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Malaysia,MYS,..,46.67047560215,52.9595971107483,53.6802411079407,53.8586795330048,54.7940850257874,53.0920624732971,50.4715383052826,50.58873295784,..,..,..
